"2021-12-29 [restartedMain] INFO  c.d.foodtrack.FoodTrackApplication - Starting FoodTrackApplication using Java 15.0.2 on DESKTOP-A8E6OVC with PID 4240 (D:\ALEX\STUDY\5SEM_3COURSE\MTOPIL\FoodTrack\target\classes started by ON in D:\ALEX\STUDY\5SEM_3COURSE\MTOPIL\FoodTrack)
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@5ce1309,[]>
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@6c21a3b0,[]>
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@402ce387,[]>
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method getAllDiet returns <200 OK OK,com.divided.foodtrack.DTO.DayReportDTO@3b8ef408,[]>
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@4b51b865,[]>
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@4d89d16d,[]>
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method: getAllFoodCategories, args: []
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method getAllFoodCategories returns <200 OK OK,[com.divided.foodtrack.models.FoodCategories@7f091b58, com.divided.foodtrack.models.FoodCategories@33678a08, com.divided.foodtrack.models.FoodCategories@c6495211, com.divided.foodtrack.models.FoodCategories@3be064b6, com.divided.foodtrack.models.FoodCategories@549fa44e, com.divided.foodtrack.models.FoodCategories@1eeeb6d, com.divided.foodtrack.models.FoodCategories@43b0be2b, com.divided.foodtrack.models.FoodCategories@33ec4ccc, com.divided.foodtrack.models.FoodCategories@3f4ee35d, com.divided.foodtrack.models.FoodCategories@4eb52dba, com.divided.foodtrack.models.FoodCategories@383c7a4d, com.divided.foodtrack.models.FoodCategories@cf4226b5],[]>
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method: getAllUsersProducts, args: [10, 1, 1]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method getAllUsersProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@4c3f9839,[]>
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: getAllUsersParams, args: [1, 10, 1]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method getAllUsersParams returns <200 OK OK,com.divided.foodtrack.myPage.Page@45585af7,[]>
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="adminPage"; model=null]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: getAllFoodCategories, args: []
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedFoodCategories, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method getAllFoodCategories returns <200 OK OK,[com.divided.foodtrack.models.FoodCategories@7f091b58, com.divided.foodtrack.models.FoodCategories@33678a08, com.divided.foodtrack.models.FoodCategories@c6495211, com.divided.foodtrack.models.FoodCategories@3be064b6, com.divided.foodtrack.models.FoodCategories@549fa44e, com.divided.foodtrack.models.FoodCategories@1eeeb6d, com.divided.foodtrack.models.FoodCategories@43b0be2b, com.divided.foodtrack.models.FoodCategories@33ec4ccc, com.divided.foodtrack.models.FoodCategories@3f4ee35d, com.divided.foodtrack.models.FoodCategories@4eb52dba, com.divided.foodtrack.models.FoodCategories@383c7a4d, com.divided.foodtrack.models.FoodCategories@cf4226b5],[]>
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedFoodCategories returns <200 OK OK,com.divided.foodtrack.myPage.Page@68a4d853,[]>
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedUsers, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedUsers returns <200 OK OK,com.divided.foodtrack.myPage.Page@20e6f8ec,[]>
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedUsersData, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedUsersData returns <200 OK OK,com.divided.foodtrack.myPage.Page@136e7dc8,[]>
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedUsers, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedUsers returns <200 OK OK,com.divided.foodtrack.myPage.Page@42b79a14,[]>
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method: deleteUser, args: [8, 1]
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method deleteUser returns <200 OK OK,[]>
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedUsers, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedUsers returns <200 OK OK,com.divided.foodtrack.myPage.Page@3347ca25,[]>
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method: deleteUser, args: [9, 1]
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method deleteUser returns <200 OK OK,[]>
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedUsers, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedUsers returns <200 OK OK,com.divided.foodtrack.myPage.Page@4c2b8d0a,[]>
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedUsersData, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedUsersData returns <200 OK OK,com.divided.foodtrack.myPage.Page@321162c9,[]>
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedProducts, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@3733a124,[]>
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedReports, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedReports returns <200 OK OK,com.divided.foodtrack.myPage.Page@2372c821,[]>
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedFoodCategories, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedFoodCategories returns <200 OK OK,com.divided.foodtrack.myPage.Page@7b30e47f,[]>
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="signInPage"; model=null]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="signInPage"; model=null]
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="signInPage"; model=null]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="signInPage"; model=null]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: login, args: [com.divided.foodtrack.DTO.LogInForm@39704bd9, org.springframework.security.web.header.HeaderWriterFilter$HeaderWriterResponse@2906180d]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: createToken, args: [AdminLogin]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method createToken returns eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJBZG1pbkxvZ2luIiwicm9sZXMiOlsiUk9MRV9BRE1JTiJdLCJpYXQiOjE2NDA3NjI1MTEsImV4cCI6MTY0MDc2NjExMX0.aW_Hc6Borxd_LG9fUc7FSEUA1bCU-g-jvWow8MWSJTQ
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method login returns null
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="userPage"; model=null]
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method: getAllDiet, args: [1, 2021-12-29]
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, dinnerDay]
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, afternoon]
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, breakfast]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, lunch]
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, dinnerNight]
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method getAllDiet returns <200 OK OK,com.divided.foodtrack.DTO.DayReportDTO@39795960,[]>
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@726cca02,[]>
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@2cbe8328,[]>
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@496b1ae,[]>
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@58879f61,[]>
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@6ebdb7d7,[]>
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: getAllFoodCategories, args: []
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method getAllFoodCategories returns <200 OK OK,[com.divided.foodtrack.models.FoodCategories@7f091b58, com.divided.foodtrack.models.FoodCategories@33678a08, com.divided.foodtrack.models.FoodCategories@c6495211, com.divided.foodtrack.models.FoodCategories@3be064b6, com.divided.foodtrack.models.FoodCategories@549fa44e, com.divided.foodtrack.models.FoodCategories@1eeeb6d, com.divided.foodtrack.models.FoodCategories@43b0be2b, com.divided.foodtrack.models.FoodCategories@33ec4ccc, com.divided.foodtrack.models.FoodCategories@3f4ee35d, com.divided.foodtrack.models.FoodCategories@4eb52dba, com.divided.foodtrack.models.FoodCategories@383c7a4d, com.divided.foodtrack.models.FoodCategories@cf4226b5],[]>
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method: getAllProducts, args: [12, 1, null, null, -1]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method getAllProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@73078540,[]>
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method: getAllUsersProducts, args: [10, 1, 1]
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method getAllUsersProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@7b5cadf6,[]>
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method: deleteUsersProduct, args: [131]
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method deleteUsersProduct returns <200 OK OK,[]>
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method: getAllUsersProducts, args: [10, 1, 1]
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method getAllUsersProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@7b3a53c,[]>
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method: addUsersProduct, args: [com.divided.foodtrack.DTO.ProductDTO@132b8392]
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method addUsersProduct returns <200 OK OK,com.divided.foodtrack.DTO.ProductDTO@132b8392,[]>
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: getAllUsersProducts, args: [10, 1, 1]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method getAllUsersProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@6520e21c,[]>
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method: getProduct, args: [132]
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method getProduct returns <200 OK OK,com.divided.foodtrack.DTO.ProductDTO@2080bcca,[]>
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method: getAllUsersParams, args: [1, 10, 1]
""2021-12-29 [http-nio-8080-exec-10] INFO  com.divided.foodtrack.logging.Logger - Method getAllUsersParams returns <200 OK OK,com.divided.foodtrack.myPage.Page@66eeee0f,[]>
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="adminPage"; model=null]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method: getAllFoodCategories, args: []
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedFoodCategories, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method getAllFoodCategories returns <200 OK OK,[com.divided.foodtrack.models.FoodCategories@7f091b58, com.divided.foodtrack.models.FoodCategories@33678a08, com.divided.foodtrack.models.FoodCategories@c6495211, com.divided.foodtrack.models.FoodCategories@3be064b6, com.divided.foodtrack.models.FoodCategories@549fa44e, com.divided.foodtrack.models.FoodCategories@1eeeb6d, com.divided.foodtrack.models.FoodCategories@43b0be2b, com.divided.foodtrack.models.FoodCategories@33ec4ccc, com.divided.foodtrack.models.FoodCategories@3f4ee35d, com.divided.foodtrack.models.FoodCategories@4eb52dba, com.divided.foodtrack.models.FoodCategories@383c7a4d, com.divided.foodtrack.models.FoodCategories@cf4226b5],[]>
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedFoodCategories returns <200 OK OK,com.divided.foodtrack.myPage.Page@4bd93975,[]>
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedProducts, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedProducts returns <200 OK OK,com.divided.foodtrack.myPage.Page@42d5e95d,[]>
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedReports, args: [10, 1, null]
""2021-12-29 [http-nio-8080-exec-2] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedReports returns <200 OK OK,com.divided.foodtrack.myPage.Page@3b65c0de,[]>
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="signInPage"; model=null]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: login, args: [com.divided.foodtrack.DTO.LogInForm@25a76bfd, org.springframework.security.web.header.HeaderWriterFilter$HeaderWriterResponse@45fd3cae]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: createToken, args: [AdminLogin]
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method createToken returns eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJBZG1pbkxvZ2luIiwicm9sZXMiOlsiUk9MRV9BRE1JTiJdLCJpYXQiOjE2NDA3NjI2ODEsImV4cCI6MTY0MDc2NjI4MX0.S9qOol3IkSdZfiiUbqanZgV_jDoFadbRAlX2GV8HPVI
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method login returns null
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method: index, args: []
""2021-12-29 [http-nio-8080-exec-6] INFO  com.divided.foodtrack.logging.Logger - Method index returns ModelAndView [view="userPage"; model=null]
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, lunch]
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, breakfast]
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, dinnerNight]
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method: getAllDiet, args: [1, 2021-12-29]
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, afternoon]
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method: getPaginatedDiet, args: [AdminLogin, 10, 1, 2021-12-29, dinnerDay]
""2021-12-29 [http-nio-8080-exec-7] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@411c0346,[]>
""2021-12-29 [http-nio-8080-exec-8] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@1fa45a7c,[]>
""2021-12-29 [http-nio-8080-exec-9] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@217cfebc,[]>
""2021-12-29 [http-nio-8080-exec-5] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@38a96412,[]>
""2021-12-29 [http-nio-8080-exec-1] INFO  com.divided.foodtrack.logging.Logger - Method getPaginatedDiet returns <200 OK OK,com.divided.foodtrack.myPage.Page@4bb98b0f,[]>
""2021-12-29 [http-nio-8080-exec-4] INFO  com.divided.foodtrack.logging.Logger - Method getAllDiet returns <200 OK OK,com.divided.foodtrack.DTO.DayReportDTO@38fc18fa,[]>
""2021-12-29 [http-nio-8080-exec-3] INFO  com.divided.foodtrack.logging.Logger - Method: getAllFoodCategories, args: []
